1.000000 10.000000 7.073700 15.666700 37.827100 1.000000 22.500000 30.000000 270.000000 50.104880 1194.978314 1.302045
2.000000 10.000000 7.073700 15.666700 37.827100 1.000000 292.500000 70.000000 180.000000 63.635579 1205.535489 1.290643
3.000000 10.000000 7.073700 15.666700 37.827100 1.000000 292.500000 50.000000 180.000000 63.635579 1205.535489 1.290643
4.000000 10.000000 7.073700 15.666700 37.827100 9.430000 22.500000 30.000000 270.000000 50.104880 1194.978314 1.302045
5.000000 10.000000 7.073700 15.666700 37.827100 9.430000 67.500000 50.000000 90.000000 50.104880 1194.978314 1.302045
6.000000 10.000000 7.073700 15.666700 37.827100 9.430000 247.500000 50.000000 90.000000 50.104880 1194.978314 1.302045
7.000000 10.000000 7.073700 15.666700 37.827100 9.430000 292.500000 10.000000 90.000000 50.104880 1194.978314 1.302045
8.000000 10.000000 7.073700 15.666700 37.827100 17.860000 22.500000 30.000000 270.000000 50.104880 1194.978314 1.302045
9.000000 10.000000 7.073700 15.666700 37.827100 17.860000 67.500000 90.000000 180.000000 63.635579 1205.535489 1.290643
10.000000 10.000000 7.073700 15.666700 37.827100 17.860000 292.500000 50.000000 90.000000 50.104880 1194.978314 1.302045
11.000000 10.000000 7.073700 15.458400 38.276700 1.000000 22.500000 30.000000 270.000000 50.104880 1194.978314 1.302045
12.000000 10.000000 7.073700 15.458400 38.276700 1.000000 292.500000 70.000000 180.000000 63.635579 1205.535489 1.290643
13.000000 10.000000 7.073700 15.458400 38.276700 1.000000 292.500000 30.000000 180.000000 63.635579 1205.535489 1.290643
14.000000 10.000000 7.073700 15.458400 38.276700 9.430000 22.500000 30.000000 270.000000 50.104880 1194.978314 1.302045
15.000000 10.000000 7.073700 15.458400 38.276700 9.430000 22.500000 50.000000 90.000000 50.104880 1194.978314 1.302045
16.000000 10.000000 7.073700 15.458400 38.276700 9.430000 202.500000 10.000000 270.000000 50.104880 1194.978314 1.302045
17.000000 10.000000 7.073700 15.458400 38.276700 9.430000 292.500000 70.000000 180.000000 63.635579 1205.535489 1.290643
18.000000 10.000000 7.073700 15.458400 38.276700 17.860000 22.500000 30.000000 270.000000 50.104880 1194.978314 1.302045
19.000000 10.000000 7.073700 15.458400 38.276700 17.860000 67.500000 50.000000 270.000000 50.104880 1194.978314 1.302045
20.000000 10.000000 7.073700 15.458400 38.276700 17.860000 292.500000 70.000000 180.000000 63.635579 1205.535489 1.290643
21.000000 10.000000 7.073700 15.705500 38.051900 1.000000 22.500000 30.000000 270.000000 50.104880 1194.978314 1.302045
22.000000 10.000000 7.073700 15.705500 38.051900 1.000000 22.500000 50.000000 90.000000 50.104880 1194.978314 1.302045
23.000000 10.000000 7.073700 15.705500 38.051900 1.000000 67.500000 90.000000 0.000000 63.635579 1205.535489 1.290643
24.000000 10.000000 7.073700 15.705500 38.051900 1.000000 337.500000 70.000000 270.000000 50.104880 1194.978314 1.302045
25.000000 10.000000 7.073700 15.705500 38.051900 9.430000 22.500000 30.000000 270.000000 50.104880 1194.978314 1.302045
26.000000 10.000000 7.073700 15.705500 38.051900 9.430000 67.500000 10.000000 270.000000 50.104880 1194.978314 1.302045
27.000000 10.000000 7.073700 15.705500 38.051900 9.430000 112.500000 30.000000 270.000000 50.104880 1194.978314 1.302045
28.000000 10.000000 7.073700 15.705500 38.051900 9.430000 112.500000 90.000000 0.000000 63.635579 1205.535489 1.290643
29.000000 10.000000 7.073700 15.705500 38.051900 9.430000 157.500000 90.000000 180.000000 63.635579 1205.535489 1.290643
30.000000 10.000000 7.073700 15.705500 38.051900 17.860000 22.500000 30.000000 270.000000 50.104880 1194.978314 1.302045
31.000000 10.000000 7.073700 15.705500 38.051900 17.860000 22.500000 30.000000 0.000000 63.635579 1205.535489 1.290643
32.000000 10.000000 7.073700 15.705500 38.051900 17.860000 67.500000 30.000000 0.000000 63.635579 1205.535489 1.290643
33.000000 10.000000 7.073700 15.705500 38.051900 17.860000 112.500000 50.000000 90.000000 50.104880 1194.978314 1.302045
34.000000 10.000000 7.073700 15.420000 38.051900 1.000000 22.500000 30.000000 270.000000 50.104880 1194.978314 1.302045
35.000000 10.000000 7.073700 15.420000 38.051900 1.000000 67.500000 50.000000 270.000000 50.104880 1194.978314 1.302045
36.000000 10.000000 7.073700 15.420000 38.051900 1.000000 292.500000 70.000000 90.000000 50.104880 1194.978314 1.302045
37.000000 10.000000 7.073700 15.420000 38.051900 9.430000 22.500000 30.000000 270.000000 50.104880 1194.978314 1.302045
